team_id,cust_id,display_name,average_lap,best_lap_num,best_lap_time,car_class_id,car_class_name,car_class_short_name,car_id,car_name,class_interval,club_id,club_name,club_shortname,country_code,finish_position,finish_position_in_class,incidents,interval,laps_complete,laps_lead,opt_laps_complete,position,starting_position,starting_position_in_class,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-233878,746572,Wesley Kaspers,984865,7,969763,4029,GTP,GTP,196,Ferrari 499P,0,40,Benelux,Benelux,NL,0,0,1,0,10,0,0,0,-1,-1,DLR SimLab \\ Orange,-1,5,Open Qualifying,0,QUALIFY,8,98,185,788,98.0,980.0,185.0,985
-289324,530592,Arun Phull,999348,6,970581,4029,GTP,GTP,170,Acura ARX-06 GTP,818,36,UK and I,UK and I,GB,1,1,0,818,8,0,0,1,-1,-1,Reiter Engineering Esports,-1,5,Open Qualifying,0,QUALIFY,6,100,183,600,100.0,800.0,183.0,985
-234405,634750,Mathijs Wijten,992358,10,971507,4029,GTP,GTP,170,Acura ARX-06 GTP,1744,40,Benelux,Benelux,NL,2,2,2,1744,10,0,0,2,-1,-1,DLR SimLab \\ Red,-1,5,Open Qualifying,0,QUALIFY,7,99,184,695,99.0,990.0,184.0,985
-408222,490005,Randy Martin y Mateos,1002481,10,972749,4029,GTP,GTP,170,Acura ARX-06 GTP,2986,39,France,France,FR,3,3,0,2986,10,0,0,3,-1,-1,Old Firm Racing By HelvetSim,-1,5,Open Qualifying,0,QUALIFY,7,100,182,702,100.0,1000.0,182.0,985
-210064,396799,Neil Debacquer,991295,3,974262,4029,GTP,GTP,196,Ferrari 499P,4499,40,Benelux,Benelux,BE,4,4,1,4499,10,0,0,4,-1,-1,Taylor Mills Racing #41,-1,5,Open Qualifying,0,QUALIFY,8,99,184,793,99.0,990.0,184.0,985
-306596,364474,Rubens Llorente,1006937,6,974283,4029,GTP,GTP,170,Acura ARX-06 GTP,4520,38,Iberia,Iberia,ES,5,5,3,4520,10,0,0,5,-1,-1,XBD Racing GTP,-1,5,Open Qualifying,0,QUALIFY,6,101,181,604,101.0,1010.0,181.0,985
-333550,592411,Marc Rozendaal,983751,7,974437,4029,GTP,GTP,170,Acura ARX-06 GTP,4674,40,Benelux,Benelux,NL,6,6,0,4674,11,0,0,6,-1,-1,Project Valorous $50,-1,5,Open Qualifying,0,QUALIFY,9,98,186,885,98.0,1078.0,186.0,985
-132790,639396,Jonas Weber4,981643,10,974781,4029,GTP,GTP,170,Acura ARX-06 GTP,5018,42,DE-AT-CH,DE-AT-CH,DE,7,7,3,5018,11,0,0,7,-1,-1,Reiter Engineering Esports II,-1,5,Open Qualifying,0,QUALIFY,7,98,186,687,98.0,1078.0,186.0,985
-379750,730048,Max Daleiden,1016990,6,976795,4029,GTP,GTP,170,Acura ARX-06 GTP,7032,40,Benelux,Benelux,LU,8,8,7,7032,6,0,0,8,-1,-1,Fury Simsport,-1,5,Open Qualifying,0,QUALIFY,5,102,179,508,102.0,612.0,179.0,985
-221044,993244,Wesley Boekhout,1003587,10,977031,4029,GTP,GTP,168,Cadillac V-Series.R GTP,7268,40,Benelux,Benelux,NL,9,9,3,7268,10,0,0,9,-1,-1,DLR SimLab \\ White,-1,5,Open Qualifying,0,QUALIFY,7,100,182,703,100.0,1000.0,182.0,985
-319655,743939,Wiardi Rombouts,1007427,7,977343,4029,GTP,GTP,196,Ferrari 499P,7580,40,Benelux,Benelux,NL,10,10,1,7580,11,0,0,10,-1,-1,MRRS Racing Sapphire,-1,5,Open Qualifying,0,QUALIFY,8,101,181,806,101.0,1111.0,181.0,985
-319655,25253,Wim Stockmans,0,-1,-1,4029,GTP,GTP,196,Ferrari 499P,-1,40,Benelux,Benelux,BE,53,19,0,-1,0,0,0,53,-1,-1,MRRS Racing Sapphire,-1,5,Open Qualifying,0,QUALIFY,0,0,0,0,0.0,0.0,inf,985
-398565,562391,Vasco Vidrago,1008904,8,978339,4029,GTP,GTP,170,Acura ARX-06 GTP,8576,38,Iberia,Iberia,PT,11,11,2,8576,8,0,0,11,-1,-1,Foccus Racing PEC,-1,5,Open Qualifying,0,QUALIFY,5,101,181,504,101.0,808.0,181.0,985
-248892,690462,Alex Pilbeam,989114,9,978368,4029,GTP,GTP,196,Ferrari 499P,8605,36,UK and I,UK and I,GB,12,12,4,8605,9,0,0,12,-1,-1,HWT Motorsport,-1,5,Open Qualifying,0,QUALIFY,6,99,185,593,99.0,891.0,185.0,985
-336861,835612,Quinten Verdonk2,1000617,9,978548,4029,GTP,GTP,196,Ferrari 499P,8785,40,Benelux,Benelux,NL,13,13,3,8785,9,0,0,13,-1,-1,VULKAN Motorsports Orange,-1,5,Open Qualifying,0,QUALIFY,6,100,182,600,100.0,900.0,182.0,985
-288978,348052,Aritz Paz,1004012,9,978808,4029,GTP,GTP,170,Acura ARX-06 GTP,9045,38,Iberia,Iberia,US,14,14,2,9045,9,0,0,14,-1,-1,Enosis eSports Simultimate GTP,-1,5,Open Qualifying,0,QUALIFY,6,100,182,602,100.0,900.0,182.0,985
-285590,417625,Christian Campregher2,1010159,9,979757,4029,GTP,GTP,168,Cadillac V-Series.R GTP,9994,42,DE-AT-CH,DE-AT-CH,AT,15,15,3,9994,9,0,0,15,-1,-1,Connection Lost Racing,-1,5,Open Qualifying,0,QUALIFY,7,101,181,707,101.0,909.0,181.0,985
-215259,435163,Álvaro Gutierrez,1007105,9,980064,4029,GTP,GTP,170,Acura ARX-06 GTP,10301,38,Iberia,Iberia,ES,16,16,4,10301,10,0,0,16,-1,-1,GO! eSports,-1,5,Open Qualifying,0,QUALIFY,6,101,181,604,101.0,1010.0,181.0,985
-404179,840361,Mehmet Berat Akkuş,1004505,5,983505,4029,GTP,GTP,170,Acura ARX-06 GTP,13742,1,International Club,International,TR,17,17,3,13742,5,0,0,17,-1,-1,DRIVEN | Performance eSports - ACADEMY,-1,5,Open Qualifying,0,QUALIFY,3,100,182,301,100.0,500.0,182.0,985
-404179,550445,Sem Van Ruler,0,-1,-1,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,40,Benelux,Benelux,NL,55,20,4,-1,2,0,0,55,-1,-1,DRIVEN | Performance eSports - ACADEMY,-1,5,Open Qualifying,0,QUALIFY,0,0,0,0,0.0,0.0,inf,985
-362179,604937,Nelson Clemente,998654,2,986184,4029,GTP,GTP,170,Acura ARX-06 GTP,16421,39,France,France,MC,18,18,8,16421,8,0,0,18,-1,-1,NGC by Rubis Gás (Butano),-1,5,Open Qualifying,0,QUALIFY,3,100,183,300,100.0,800.0,183.0,985
-333551,350329,Erwin Lucas Liszkowicz,1136269,6,1134510,2708,GT3 Class,GT3 Class,194,Acura NSX GT3 EVO 22,0,46,Central-Eastern Europe,Central-Eastern Europe,PL,19,0,4,164747,6,0,0,19,-1,-1,Project Valorous $151,-1,5,Open Qualifying,0,QUALIFY,4,114,161,455,114.0,684.0,161.0,985
-397452,293456,Ibai Onandi,1135851,4,1134993,2708,GT3 Class,GT3 Class,188,McLaren 720S GT3 EVO,483,38,Iberia,Iberia,ES,20,1,3,165230,6,0,0,20,-1,-1,Enosis eSports Emix,-1,5,Open Qualifying,0,QUALIFY,2,114,161,227,114.0,684.0,161.0,985
-394004,127661,Miguel Almeida,1136142,6,1135201,2708,GT3 Class,GT3 Class,188,McLaren 720S GT3 EVO,691,38,Iberia,Iberia,PT,21,2,6,165438,7,0,0,21,-1,-1,NGC by Rubis Gás (Carburação),-1,5,Open Qualifying,0,QUALIFY,4,114,161,454,114.0,798.0,161.0,985
-321313,273285,Ale G Torres,1137506,6,1136061,2708,GT3 Class,GT3 Class,188,McLaren 720S GT3 EVO,1551,38,Iberia,Iberia,ES,22,3,2,166298,6,0,0,22,-1,-1,Enosis eSports Simultimate GT3,-1,5,Open Qualifying,0,QUALIFY,4,114,160,455,114.0,684.0,160.0,985
-321313,381160,Miguel Angel Gallardo,0,-1,-1,2708,GT3 Class,GT3 Class,188,McLaren 720S GT3 EVO,-1,38,Iberia,Iberia,AD,54,34,0,-1,0,0,0,54,-1,-1,Enosis eSports Simultimate GT3,-1,5,Open Qualifying,0,QUALIFY,0,0,0,0,0.0,0.0,inf,985
-366404,590994,Charlie Lund Nilsson,1153653,7,1136367,2708,GT3 Class,GT3 Class,184,Chevrolet Corvette Z06 GT3.R,1857,43,Scandinavia,Scandinavia,SE,23,4,1,166604,7,0,0,23,-1,-1,RPM Racing PEC,-1,5,Open Qualifying,0,QUALIFY,5,115,158,577,115.0,805.0,158.0,985
-323321,528824,Kiko Lacalle,1142638,2,1136570,2708,GT3 Class,GT3 Class,194,Acura NSX GT3 EVO 22,2060,38,Iberia,Iberia,ES,24,5,2,166807,9,0,0,24,-1,-1,GO! eSports BJ,-1,5,Open Qualifying,0,QUALIFY,5,114,160,571,114.0,1026.0,160.0,985
