team_id,cust_id,display_name,average_lap,best_lap_num,best_lap_time,car_class_id,car_class_name,car_class_short_name,car_id,car_name,class_interval,club_id,club_name,club_shortname,country_code,finish_position,finish_position_in_class,incidents,interval,laps_complete,laps_lead,opt_laps_complete,position,starting_position,starting_position_in_class,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-306596,245246,Alberto García Blasco,905074,8,874864,4029,GTP,GTP,170,Acura ARX-06 GTP,0,24,Hispanoamérica,Hispanoamérica,CL,0,0,6,0,125,20,0,0,1,1,XBD Racing GTP,0,6,Race,0,RACE,124,91,216,11223,91.0,11375.0,216.0,28571
-306596,540224,Luis Martinez8,902746,107,878885,4029,GTP,GTP,170,Acura ARX-06 GTP,0,38,Iberia,Iberia,ES,0,0,15,0,96,13,0,0,1,1,XBD Racing GTP,0,6,Race,0,RACE,94,90,217,8486,90.0,8640.0,217.0,28571
-306596,410026,Pablo Álvarez,904350,152,881119,4029,GTP,GTP,170,Acura ARX-06 GTP,0,38,Iberia,Iberia,ES,0,0,2,0,95,26,0,0,1,1,XBD Racing GTP,0,6,Race,0,RACE,93,90,216,8410,90.0,8550.0,216.0,28571
-233878,634750,Mathijs Wijten,902972,2,873442,4029,GTP,GTP,170,Acura ARX-06 GTP,36518,40,Benelux,Benelux,NL,1,1,11,36518,123,107,0,1,2,2,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,122,90,217,11016,90.0,11070.0,217.0,28571
-233878,20477,Albert Priem,905118,149,879103,4029,GTP,GTP,170,Acura ARX-06 GTP,36518,40,Benelux,Benelux,NL,1,1,13,36518,100,56,0,1,2,2,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,98,91,216,8870,91.0,9100.0,216.0,28571
-233878,634530,Wessel Knol,904172,107,879007,4029,GTP,GTP,170,Acura ARX-06 GTP,36518,40,Benelux,Benelux,NL,1,1,4,36518,93,71,0,1,2,2,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,91,90,216,8228,90.0,8370.0,216.0,28571
-333550,705991,Juan Roldán,908675,8,875823,4029,GTP,GTP,170,Acura ARX-06 GTP,759078,38,Iberia,Iberia,ES,2,2,11,759078,180,0,0,2,9,9,Project Valorous $50,0,6,Race,0,RACE,178,91,215,16174,91.0,16380.0,215.0,28571
-333550,309084,Krzysztof Jachura,903491,298,877678,4029,GTP,GTP,170,Acura ARX-06 GTP,759078,46,Central-Eastern Europe,Central-Eastern Europe,PL,2,2,2,759078,136,0,0,2,9,9,Project Valorous $50,0,6,Race,0,RACE,133,90,217,12016,90.0,12240.0,217.0,28571
-293296,790227,Valentin Garde,914338,7,875318,4029,GTP,GTP,174,Porsche 963 GTP,-1,39,France,France,FR,3,3,18,-1,167,0,0,3,8,8,Old Firm Racing # Yellow,0,6,Race,0,RACE,165,91,214,15087,91.0,15197.0,214.0,28571
-293296,427405,Kevin Jailler,911682,76,879322,4029,GTP,GTP,174,Porsche 963 GTP,-1,39,France,France,FR,3,3,0,-1,146,0,0,3,8,8,Old Firm Racing # Yellow,0,6,Race,0,RACE,143,91,215,13037,91.0,13286.0,215.0,28571
-324817,931569,Florian Maus,923708,224,888624,4029,GTP,GTP,174,Porsche 963 GTP,-1,42,DE-AT-CH,DE-AT-CH,DE,4,4,5,-1,161,0,0,4,17,17,Simracing.Center LMDh,0,6,Race,0,RACE,157,92,213,14439,92.0,14812.0,212.0,28571
-324817,674724,Jan Steffens,913143,2,881674,4029,GTP,GTP,174,Porsche 963 GTP,-1,42,DE-AT-CH,DE-AT-CH,DE,4,4,18,-1,150,0,0,4,17,17,Simracing.Center LMDh,0,6,Race,0,RACE,148,91,214,13515,91.0,13650.0,214.0,28571
-201751,239405,Arthur Figueiredo,910080,274,880681,4029,GTP,GTP,174,Porsche 963 GTP,-1,45,Brazil,Brazil,BR,5,5,9,-1,100,0,0,5,47,18,Race2Esport,0,6,Race,0,RACE,98,91,215,8919,91.0,9100.0,215.0,28571
-201751,46080,Cesar Cabral,921026,144,877246,4029,GTP,GTP,174,Porsche 963 GTP,-1,45,Brazil,Brazil,DE,5,5,6,-1,89,0,0,5,47,18,Race2Esport,0,6,Race,0,RACE,87,92,213,8005,92.0,8188.0,212.0,28571
-201751,44390,Marcos Eberhardt,924778,221,894662,4029,GTP,GTP,174,Porsche 963 GTP,-1,45,Brazil,Brazil,BR,5,5,10,-1,62,0,0,5,47,18,Race2Esport,0,6,Race,0,RACE,59,92,212,5440,92.0,5704.0,212.0,28571
-201751,283769,Marc de Fulgencio,921647,114,883219,4029,GTP,GTP,174,Porsche 963 GTP,-1,38,Iberia,Iberia,ES,5,5,14,-1,60,0,0,5,47,18,Race2Esport,0,6,Race,0,RACE,59,92,212,5438,92.0,5520.0,212.0,28571
-221044,730758,Sebastiaan Houtgraaf,950375,2,879462,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,40,Benelux,Benelux,NL,6,6,20,-1,167,0,0,6,12,12,DLR x Sim-Lab \\ White,0,6,Race,0,RACE,162,92,213,14858,95.0,15865.0,206.0,28571
-221044,722146,Yannick Gerards,908460,103,879164,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,40,Benelux,Benelux,NL,6,6,6,-1,142,0,0,6,12,12,DLR x Sim-Lab \\ White,0,6,Race,0,RACE,140,91,215,12718,91.0,12922.0,215.0,28571
-345517,335781,Mike R,960426,8,879890,4029,GTP,GTP,174,Porsche 963 GTP,-1,38,Iberia,Iberia,ES,7,7,6,-1,120,0,0,7,13,13,Carbono eSports GTP,0,6,Race,0,RACE,118,96,204,11309,96.0,11520.0,204.0,28571
-345517,300176,Alex González,923520,123,881600,4029,GTP,GTP,174,Porsche 963 GTP,-1,38,Iberia,Iberia,AD,7,7,8,-1,96,0,0,7,13,13,Carbono eSports GTP,0,6,Race,0,RACE,95,92,212,8773,92.0,8832.0,212.0,28571
-345517,299849,Vicente Lara,927419,212,892179,4029,GTP,GTP,174,Porsche 963 GTP,-1,38,Iberia,Iberia,ES,7,7,1,-1,89,0,0,7,13,13,Carbono eSports GTP,0,6,Race,0,RACE,87,93,211,8069,93.0,8277.0,211.0,28571
-210064,396799,Neil Debacquer,910078,22,874517,4029,GTP,GTP,159,BMW M Hybrid V8,-1,40,Benelux,Benelux,BE,8,8,8,-1,180,0,0,8,7,7,Taylor Mills Racing #41,0,6,Race,0,RACE,179,91,215,16290,91.0,16380.0,215.0,28571
-210064,639492,Rachel Konkoly,998050,149,878861,4029,GTP,GTP,159,BMW M Hybrid V8,-1,46,Central-Eastern Europe,Central-Eastern Europe,HU,8,8,13,-1,124,0,0,8,7,7,Taylor Mills Racing #41,0,6,Race,0,RACE,120,92,213,11002,100.0,12400.0,196.0,28571
-333551,472821,Ryan Hardinge,918417,115,879564,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,33,Northwest,Northwest,US,9,9,23,-1,157,0,0,9,5,5,Project Valorous $51,0,6,Race,0,RACE,152,92,213,13951,92.0,14444.0,213.0,28571
-333551,851184,Luke Smith17,942354,15,875076,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,36,UK and I,UK and I,GB,9,9,22,-1,146,10,0,9,5,5,Project Valorous $51,0,6,Race,0,RACE,141,90,217,12716,94.0,13724.0,208.0,28571
-202593,361527,Romain Utiel,913881,2,877533,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,39,France,France,FR,10,10,19,-1,110,0,0,10,10,10,The Rolling Goat,0,6,Race,0,RACE,106,91,214,9677,91.0,10010.0,214.0,28571
-202593,335241,Kevin Chartier,904469,136,880326,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,39,France,France,FR,10,10,4,-1,108,0,0,10,10,10,The Rolling Goat,0,6,Race,0,RACE,105,90,216,9497,90.0,9720.0,216.0,28571
-202593,376502,Guilian Mourre,901293,67,883648,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,39,France,France,FR,10,10,6,-1,83,0,0,10,10,10,The Rolling Goat,0,6,Race,0,RACE,79,90,217,7120,90.0,7470.0,217.0,28571
-288087,324079,Patrick Szilvasi,957906,297,881771,4029,GTP,GTP,174,Porsche 963 GTP,-1,46,Central-Eastern Europe,Central-Eastern Europe,HU,11,11,5,-1,118,0,0,11,14,14,Magic Arrow #55,0,6,Race,0,RACE,114,91,215,10366,96.0,11328.0,204.0,28571
