team_id,cust_id,display_name,finish_position,finish_position_in_class,laps_lead,laps_complete,opt_laps_complete,interval,class_interval,average_lap,best_lap_num,best_lap_time,position,starting_position,starting_position_in_class,car_class_id,car_class_name,car_class_short_name,club_id,club_name,club_shortname,incidents,car_id,car_name,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-288087,620347,Norbert Tamas,0,0,0,11,0,0,0,896464,9,833372,0,-1,-1,4029,GTP,GTP,46,Central-Eastern Europe,Central-Eastern Europe,1,168,Cadillac V-Series.R GTP,Magic Arrow #55,-1,5,Open Qualifying,0,QUALIFY,8,84.99195,186.84549365439906,680,89.6464,986.0,177.1444570490282,986.1104
-147029,552913,Sergio Borja,1,1,0,10,0,749,749,967373,5,834121,1,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,1,168,Cadillac V-Series.R GTP,M4SKED DEVILS RED,-1,5,Open Qualifying,0,QUALIFY,6,88.09673333333333,180.26051879032977,529,96.7373,967.0,164.15966596545493,986.1104
-316172,373841,Felix Gretschel,2,2,0,9,0,2279,2279,982182,9,835651,2,-1,-1,4029,GTP,GTP,42,DE-AT-CH,DE-AT-CH,2,168,Cadillac V-Series.R GTP,Project Dynamic Green,-1,5,Open Qualifying,0,QUALIFY,6,86.37895,183.8452870103191,518,98.2182,884.0,161.68452338161362,986.1104
-226674,197376,Albert Blanc Agenjo,3,3,0,11,0,2673,2673,919387,11,836045,3,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,0,168,Cadillac V-Series.R GTP,NIX e-Sports 1,-1,5,Open Qualifying,0,QUALIFY,9,85.63905555555554,185.43365233749145,771,91.9387,1011.0,172.72772895853436,986.1104
-226674,593607,Andony Ng,37,14,0,0,0,-1,-1,0,-1,-1,37,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,0,168,Cadillac V-Series.R GTP,NIX e-Sports 1,-1,5,Open Qualifying,0,QUALIFY,0,0.0,0.0,0,0.0,0.0,inf,986.1104
-61124,265255,Valter Mendes,4,4,0,11,0,4569,4569,942765,8,837941,4,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,0,170,Acura ARX-06 GTP,IPM Gold,-1,5,Open Qualifying,0,QUALIFY,7,85.16431428571428,186.4673365551165,596,94.2765,1037.0,168.4445525067223,986.1104
-306596,245246,Alberto García Blasco,5,5,0,11,0,5591,5591,876877,9,838963,5,-1,-1,4029,GTP,GTP,24,Hispanoamérica,Hispanoamérica,3,168,Cadillac V-Series.R GTP,XBD Emiral Racing,-1,5,Open Qualifying,0,QUALIFY,7,85.7248,185.24817619172052,600,87.6877,965.0,181.10137287669767,986.1104
-327202,594341,Sergio Sánchez Cachafeiro,6,6,0,11,0,5820,5820,939887,3,839192,6,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,1,168,Cadillac V-Series.R GTP,GO! eSports GTP,-1,5,Open Qualifying,0,QUALIFY,5,85.77642,185.13669437824524,429,93.9887,1034.0,168.96034155595305,986.1104
-289324,555223,Gianni Pirone,7,7,0,10,0,7969,7969,1027051,10,841341,7,-1,-1,4029,GTP,GTP,36,UK and I,UK and I,1,168,Cadillac V-Series.R GTP,Reiter Engineering Esports,-1,5,Open Qualifying,0,QUALIFY,7,87.4942,181.50189217570997,612,102.7051,1027.0,154.62097650846943,986.1104
-271970,620344,Dominik Fekete,8,8,0,10,0,8371,8371,939702,10,841743,8,-1,-1,4029,GTP,GTP,46,Central-Eastern Europe,Central-Eastern Europe,2,168,Cadillac V-Series.R GTP,Magic Arrow #56,-1,5,Open Qualifying,0,QUALIFY,8,88.5950625,179.2465901178184,709,93.9702,940.0,168.99360493433028,986.1104
-109804,290299,Ivan Alfimof,9,9,0,11,0,9193,9193,910204,8,842565,9,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,4,170,Acura ARX-06 GTP,Carbono eSports Black,-1,5,Open Qualifying,0,QUALIFY,6,87.21263333333334,182.08787244967186,523,91.0204,1001.0,174.47036987752202,986.1104
-53704,531426,Brandon Groch8,10,10,0,7,0,9342,9342,935131,10,842714,10,-1,-1,4029,GTP,GTP,34,Australia/NZ,Australia/NZ,2,168,Cadillac V-Series.R GTP,LITHIUM Motorsports,-1,5,Open Qualifying,0,QUALIFY,4,85.2004,186.38836031755724,341,93.5131,655.0,169.81966007329459,986.1104
-53704,380152,Zachary Livengood,13,13,0,3,0,18786,18786,883367,3,852158,13,-1,-1,4029,GTP,GTP,26,Illinois,Illinois,1,168,Cadillac V-Series.R GTP,LITHIUM Motorsports,-1,5,Open Qualifying,0,QUALIFY,3,88.33666666666666,179.7709088834384,265,88.3367,265.0,179.77084104794503,986.1104
-135937,558947,Pablo Javier Ruiz,11,11,0,3,0,11599,11599,856827,3,844971,11,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,2,168,Cadillac V-Series.R GTP,M4sked Devils BLUE,-1,5,Open Qualifying,0,QUALIFY,3,85.68266666666666,185.33926956521745,257,85.6827,257.0,185.33919746226488,986.1104
-291980,912319,Nick Baggerman,12,12,0,11,0,15938,15938,948431,9,849310,12,-1,-1,4029,GTP,GTP,40,Benelux,Benelux,2,168,Cadillac V-Series.R GTP,Future Racing Team Pro,-1,5,Open Qualifying,0,QUALIFY,4,85.0649,186.68525860137382,340,94.8431,1043.0,167.438251748414,986.1104
-129672,607475,Lorenzo Castellani,14,0,0,10,0,126849,0,1054351,8,960221,14,-1,-1,4011,IMSA23,IMSA23,41,Italy,Italy,2,173,Ferrari 296 GT3,Zero7 Racing #201,-1,5,Open Qualifying,0,QUALIFY,6,101.02221666666667,157.19673729590508,606,105.4351,1054.0,150.61742109032005,986.1104
-272730,666727,Vladislav T Shopov,15,1,0,9,0,130282,3433,1097565,5,963654,15,-1,-1,4011,IMSA23,IMSA23,40,Benelux,Benelux,2,132,BMW M4 GT3,Negative Delta by BULERS,-1,5,Open Qualifying,0,QUALIFY,3,99.75416666666666,159.19498287690575,299,109.7565,988.0,144.6872199313936,986.1104
-134960,310170,Alex Gal,16,2,0,9,0,130796,3947,1087057,9,964168,16,-1,-1,4011,IMSA23,IMSA23,39,France,France,0,169,Porsche 911 GT3 R (992),Chicane Online Racing Blue,-1,5,Open Qualifying,0,QUALIFY,7,97.26657142857144,163.26639894017327,681,108.7057,978.0,146.08583408597713,986.1104
-194019,548682,Fran Parada,17,3,0,4,0,131405,4556,1094693,4,964777,17,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,0,169,Porsche 911 GT3 R (992),EUROMASTER ESPORTS,-1,5,Open Qualifying,0,QUALIFY,3,100.08606666666667,158.66706908653956,300,109.4693,438.0,145.06681649010272,986.1104
-194019,227966,Juanma Frias Gamez,35,21,0,4,0,205468,78619,1045097,6,1038840,35,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,4,169,Porsche 911 GT3 R (992),EUROMASTER ESPORTS,-1,5,Open Qualifying,0,QUALIFY,1,103.884,152.86630139771287,104,104.5097,418.0,151.95109022798843,986.1104
-117499,633220,Gerard Sardeny Saez,18,4,0,9,0,131585,4736,1158611,6,964957,18,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,3,132,BMW M4 GT3,Carbono eSports JD Army,-1,5,Open Qualifying,0,QUALIFY,5,108.72282,146.06283073231546,544,115.8611,1043.0,137.06380186620015,986.1104
-215259,243240,Joan Marti,19,5,0,9,0,136149,9300,1077525,8,969521,19,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,1,173,Ferrari 296 GT3,GO! eSports,-1,5,Open Qualifying,0,QUALIFY,5,100.95634,157.2993123007431,505,107.7525,970.0,147.37813836709128,986.1104
-331468,451736,Devan Horvath,20,6,0,7,0,136736,9887,1273790,7,970108,20,-1,-1,4011,IMSA23,IMSA23,15,Canada,Canada,1,173,Ferrari 296 GT3,OVRTK Team 4,-1,5,Open Qualifying,0,QUALIFY,5,97.38714,163.0642696191715,487,127.379,892.0,124.67017997001079,986.1104
-55648,272192,Toño N. Ordieres,21,7,0,9,0,137026,10177,1184688,9,970398,21,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,1,169,Porsche 911 GT3 R (992),Kuruma MotorSport,-1,5,Open Qualifying,0,QUALIFY,5,99.9055,158.953839922727,500,118.4688,1066.0,134.04679421417288,986.1104
-55648,213565,Fran Vinal,36,22,0,0,0,-1,-1,0,-1,-1,36,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,0,169,Porsche 911 GT3 R (992),Kuruma MotorSport,-1,5,Open Qualifying,0,QUALIFY,0,0.0,0.0,0,0.0,0.0,inf,986.1104
-92660,840562,Miklós Gál,22,8,0,9,0,138318,11469,1061338,9,971690,22,-1,-1,4011,IMSA23,IMSA23,46,Central-Eastern Europe,Central-Eastern Europe,1,173,Ferrari 296 GT3,Really Slow Motion Racing,-1,5,Open Qualifying,0,QUALIFY,6,97.63071666666666,162.6574442613092,586,106.1338,955.0,149.62587652943742,986.1104
-299547,415746,Sito Ferrer,23,9,0,8,0,138581,11732,1227219,3,971953,23,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,0,156,Mercedes-AMG GT3 2020,MerXo Racing Team #221,-1,5,Open Qualifying,0,QUALIFY,5,103.03262,154.12946748709294,515,122.7219,982.0,129.40121408159428,986.1104
-321313,436347,Migue Santos,24,10,0,7,0,139306,12457,1229561,6,972678,24,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,9,173,Ferrari 296 GT3,Enosis eSports,-1,5,Open Qualifying,0,QUALIFY,3,103.8162,152.96613490380116,311,122.9561,861.0,129.154737783648,986.1104
-257830,461417,Jorge  Mendes Pinheiro,25,11,0,9,0,140124,13275,1144365,9,973496,25,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,0,132,BMW M4 GT3,SR TECHNIC,-1,5,Open Qualifying,0,QUALIFY,6,98.78381666666667,160.75874966429222,593,114.4365,1030.0,138.7700851948461,986.1104
-134184,281564,Andre Monteiro2,26,12,0,9,0,140276,13427,1096756,8,973648,26,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,4,132,BMW M4 GT3,GROW RACING TEAM RED,-1,5,Open Qualifying,0,QUALIFY,2,97.40355,163.03679747196077,195,109.6756,987.0,144.79394554850853,986.1104
-301539,763849,Victor Florido Gomez,27,13,0,8,0,141018,14169,1056039,5,974390,27,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,1,173,Ferrari 296 GT3,SIM RACING CONCEPT,-1,5,Open Qualifying,0,QUALIFY,5,97.74472,162.46773078279833,489,105.6039,845.0,150.37667031615314,986.1104
-293255,601687,Pedro Arnaut,28,14,0,7,0,142387,15538,1045145,2,975759,28,-1,-1,4011,IMSA23,IMSA23,39,France,France,2,132,BMW M4 GT3,AZR Motorsport,-1,5,Open Qualifying,0,QUALIFY,3,98.4942,161.2314517443667,295,104.5145,732.0,151.94411162470283,986.1104
-324629,686915,Nick Kerstens,29,15,0,8,0,142458,15609,1013840,7,975830,29,-1,-1,4011,IMSA23,IMSA23,40,Benelux,Benelux,1,169,Porsche 911 GT3 R (992),Virtual Insanity Racing,-1,5,Open Qualifying,0,QUALIFY,5,97.63108000000001,162.65683893284805,488,101.384,811.0,156.6357892211789,986.1104
-257829,515776,Rui Filipe Pinheiro,30,16,0,9,0,145852,19003,1091646,2,979224,30,-1,-1,4011,IMSA23,IMSA23,42,DE-AT-CH,DE-AT-CH,3,173,Ferrari 296 GT3,SR TECHNIC #PEC,-1,5,Open Qualifying,0,QUALIFY,4,98.069025,161.93046534723888,392,109.1646,982.0,145.47172668062726,986.1104
-326644,377973,Sebastian O. Pedersen,31,17,0,8,0,148617,21768,1200760,7,981989,31,-1,-1,4011,IMSA23,IMSA23,43,Scandinavia,Scandinavia,1,173,Ferrari 296 GT3,Future Racing Team,-1,5,Open Qualifying,0,QUALIFY,5,98.75568,160.80455174223908,494,120.076,961.0,132.2525971418102,986.1104
-110547,898832,David Mato,32,18,0,9,0,150037,23188,1087922,9,983409,32,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,4,173,Ferrari 296 GT3,Carbono eSports,-1,5,Open Qualifying,0,QUALIFY,5,98.73204,160.8430541331872,494,108.7922,979.0,145.96968215000712,986.1104
-293256,777046,Ruben Carrapato,33,19,0,4,0,151551,24702,1048540,4,984923,33,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,5,132,BMW M4 GT3,AZR Motorsport White,-1,5,Open Qualifying,0,QUALIFY,2,98.60195,161.05526162920714,197,104.854,419.0,151.4521415911649,986.1104
-303388,856446,Diogo Cabeças,34,20,0,7,0,153693,26844,1140349,7,987065,34,-1,-1,4011,IMSA23,IMSA23,38,Iberia,Iberia,1,173,Ferrari 296 GT3,Pick Up The Pace,-1,5,Open Qualifying,0,QUALIFY,5,98.90252,160.56580615337208,495,114.0349,798.0,139.2587958107562,986.1104
