team_id,cust_id,display_name,finish_position,finish_position_in_class,laps_lead,laps_complete,opt_laps_complete,interval,class_interval,average_lap,best_lap_num,best_lap_time,position,starting_position,starting_position_in_class,car_class_id,car_class_name,car_class_short_name,club_id,club_name,club_shortname,incidents,car_id,car_name,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-316172,746572,Wesley Kaspers,0,0,0,10,0,0,0,962780,2,868417,0,-1,-1,4029,GTP,GTP,40,Benelux,Benelux,3,168,Cadillac V-Series.R GTP,Project Dynamic Green,-1,5,Open Qualifying,0,QUALIFY,5,87.16056,229.32450732303698,435.80280000000005,96.278,962.7800000000001,207.6076827520306,962.78
-147029,552913,Sergio Borja,1,1,0,13,0,318,318,838365,6,868735,1,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,0,168,Cadillac V-Series.R GTP,M4SKED DEVILS RED,-1,5,Open Qualifying,0,QUALIFY,5,86.98892,229.77699320787067,434.9446,83.8365,1089.8745,238.41706750639645,962.78
-61124,486135,Alessandro Barbagallo,2,2,0,10,0,6289,6289,948231,10,874706,2,-1,-1,4029,GTP,GTP,41,Italy,Italy,0,170,Acura ARX-06 GTP,IPM Gold,-1,5,Open Qualifying,0,QUALIFY,8,89.0310375,224.50656581419716,712.2483,94.8231,948.231,210.7930713085736,962.78
-258321,556217,Thomas Mørk,3,3,0,10,0,6302,6302,895778,3,874719,3,-1,-1,4029,GTP,GTP,43,Scandinavia,Scandinavia,4,168,Cadillac V-Series.R GTP,Stop n' Go Racing,-1,5,Open Qualifying,0,QUALIFY,2,87.529,228.35920072204647,175.058,89.5778,895.778,223.1362288424141,962.78
-135937,558947,Pablo Javier Ruiz,4,4,0,13,0,6652,6652,811095,13,875069,4,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,5,168,Cadillac V-Series.R GTP,M4sked Devils BLUE,-1,5,Open Qualifying,0,QUALIFY,3,87.6106,228.14650829922408,262.83180000000004,81.1095,1054.4234999999999,246.4329391748193,962.78
-306596,47036,Daniel López,5,5,0,11,0,7081,7081,881012,11,875498,5,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,1,170,Acura ARX-06 GTP,XBD Emiral Racing,-1,5,Open Qualifying,0,QUALIFY,6,91.94036666666666,217.40235768764614,551.6422,88.1012,969.1132,226.87605253957955,962.78
-288087,477938,Balazs Turoczy,6,6,0,10,0,7947,7947,992018,5,876364,6,-1,-1,4029,GTP,GTP,46,Central-Eastern Europe,Central-Eastern Europe,5,168,Cadillac V-Series.R GTP,Magic Arrow #55,-1,5,Open Qualifying,0,QUALIFY,5,88.11492,226.84072663290172,440.5746,99.2018,992.018,201.4888084692012,962.78
-291980,912319,Nick Baggerman,7,7,0,11,0,8250,8250,926729,11,876667,7,-1,-1,4029,GTP,GTP,40,Benelux,Benelux,5,168,Cadillac V-Series.R GTP,Future Racing Team Pro,-1,5,Open Qualifying,0,QUALIFY,3,87.91616666666667,227.3535487026467,263.74850000000004,92.6729,1019.4019,215.6838998240047,962.78
-53704,611888,Milo Speelman,8,8,0,10,0,8945,8945,1013699,5,877362,8,-1,-1,4029,GTP,GTP,40,Benelux,Benelux,7,168,Cadillac V-Series.R GTP,LITHIUM Motorsports,-1,5,Open Qualifying,0,QUALIFY,5,90.2296,221.52433879791113,451.148,101.3699,1013.6990000000001,197.1793646832048,962.78
-289887,699233,Oliver E Bunn,9,9,0,9,0,9647,9647,1039524,5,878064,9,-1,-1,4029,GTP,GTP,36,UK and I,UK and I,3,170,Acura ARX-06 GTP,Prestanda NOMAD #28,-1,5,Open Qualifying,0,QUALIFY,4,89.791275,222.60573179298328,359.1651,103.9524,935.5716,192.2808177588974,962.78
-109804,300176,Alex González,10,10,0,8,0,9821,9821,1054418,6,878238,10,-1,-1,4029,GTP,GTP,38,Iberia,Iberia,3,170,Acura ARX-06 GTP,Carbono eSports Black,-1,5,Open Qualifying,0,QUALIFY,4,88.316775,226.32226414517515,353.2671,105.4418,843.5344,189.56478815801708,962.78
