team_id,cust_id,display_name,finish_position,finish_position_in_class,laps_lead,laps_complete,opt_laps_complete,interval,class_interval,average_lap,best_lap_num,best_lap_time,position,starting_position,starting_position_in_class,car_class_id,car_class_name,car_class_short_name,club_id,club_name,club_shortname,incidents,car_id,car_name,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-132790,289340,Jan Körbs,0,0,63,66,0,0,0,1116486,105,1079578,0,0,0,4010,BMW M Hybrid V8,BMW M Hybrid V8,42,DE-AT-CH,DE-AT-CH,7,159,BMW M Hybrid V8,Reiter Engineering Esports,0,6,Race,0,RACE,65,111.64862615384615,210.05765185935596,7257.160699999999,111.6486,7368.8076,210.05770106566496,21575.6681
-132790,708185,Denis Robin Wolf,0,0,60,65,0,0,0,1114225,2,1072365,0,0,0,4010,BMW M Hybrid V8,BMW M Hybrid V8,42,DE-AT-CH,DE-AT-CH,1,159,BMW M Hybrid V8,Reiter Engineering Esports,0,6,Race,0,RACE,65,111.42253692307693,210.4838831608283,7242.464900000001,111.4225,7242.4625,210.48395291076758,21575.6681
-132790,607186,Dominique Renã© Englicht,0,0,61,62,0,0,0,1123290,179,1084997,0,0,0,4010,BMW M Hybrid V8,BMW M Hybrid V8,42,DE-AT-CH,DE-AT-CH,1,159,BMW M Hybrid V8,Reiter Engineering Esports,0,6,Race,0,RACE,61,112.32896557377049,208.78540208578525,6852.0669,112.329,6964.397999999999,208.78533809790883,21575.6681
-201262,316148,Matej Surhanak,1,1,0,110,0,302736,302736,1109028,182,1075845,1,6,6,4010,BMW M Hybrid V8,BMW M Hybrid V8,46,Central-Eastern Europe,Central-Eastern Europe,10,159,BMW M Hybrid V8,SimTech Motorsport LMDh,0,6,Race,0,RACE,108,110.90277592592594,211.47034460944843,11977.499800000001,110.9028,12199.307999999999,211.47029870481177,21575.6681
-201262,316144,Standa Sehnall,1,1,0,83,0,302736,302736,1118728,168,1079120,1,6,6,4010,BMW M Hybrid V8,BMW M Hybrid V8,46,Central-Eastern Europe,Central-Eastern Europe,19,159,BMW M Hybrid V8,SimTech Motorsport LMDh,0,6,Race,0,RACE,79,111.87277974683545,209.63677041254002,8837.9496,111.8728,9285.4424,209.63673246043723,21575.6681
-243684,176521,Tom R Dadswell,2,2,0,87,0,426289,426289,1109614,193,1073057,2,1,1,4010,BMW M Hybrid V8,BMW M Hybrid V8,36,UK and I,UK and I,8,159,BMW M Hybrid V8,Altitude Esports,0,6,Race,0,RACE,86,110.96143488372094,211.35855234547546,9542.683400000002,110.9614,9653.6418,211.35861879176005,21575.6681
-243684,388214,Mark D Hutchinson,2,2,1,63,0,426289,426289,1128711,162,1079450,2,1,1,4010,BMW M Hybrid V8,BMW M Hybrid V8,36,UK and I,UK and I,5,159,BMW M Hybrid V8,Altitude Esports,0,6,Race,0,RACE,58,112.87107586206896,207.78262335214802,6546.5224,112.8711,7110.8793,207.78257891701242,21575.6681
-243684,259215,Bryan Loynes,2,2,0,43,0,426289,426289,1116162,97,1084120,2,1,1,4010,BMW M Hybrid V8,BMW M Hybrid V8,36,UK and I,UK and I,6,159,BMW M Hybrid V8,Altitude Esports,0,6,Race,0,RACE,42,111.61623095238095,210.11861844005153,4687.8817,111.6162,4799.4966,210.11867670821977,21575.6681
-233878,722146,Yannick Gerards,3,3,1,101,0,-1,-1,1119205,134,1084814,3,7,7,4010,BMW M Hybrid V8,BMW M Hybrid V8,40,Benelux,Benelux,10,159,BMW M Hybrid V8,DLR - SimLab \\ Orange,0,6,Race,0,RACE,99,111.92054141414143,209.5473087144725,11080.133600000001,111.9205,11303.970500000001,209.54738625363538,21575.6681
-233878,20477,Albert Priem,3,3,0,91,0,-1,-1,1120727,152,1084734,3,7,7,4010,BMW M Hybrid V8,BMW M Hybrid V8,40,Benelux,Benelux,6,159,BMW M Hybrid V8,DLR - SimLab \\ Orange,0,6,Race,0,RACE,89,112.07267528089888,209.26285719885155,9974.4681,112.0727,10198.6157,209.26281104318895,21575.6681
