team_id,cust_id,display_name,average_lap,best_lap_num,best_lap_time,car_class_id,car_class_name,car_class_short_name,car_id,car_name,class_interval,club_id,club_name,club_shortname,country_code,finish_position,finish_position_in_class,incidents,interval,laps_complete,laps_lead,opt_laps_complete,position,starting_position,starting_position_in_class,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-233878,634750,Mathijs Wijten,944406,373,885978,4029,GTP,GTP,170,Acura ARX-06 GTP,0,40,Benelux,Benelux,NL,0,0,24,0,221,130,0,0,2,2,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,216,94,175,20306,94.0,20774.0,174.0,35766
-233878,20477,Albert Priem,954794,324,892477,4029,GTP,GTP,170,Acura ARX-06 GTP,0,40,Benelux,Benelux,NL,0,0,6,0,156,77,0,0,2,2,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,154,95,172,14704,95.0,14820.0,172.0,35766
-345761,490005,Randy Martin y Mateos,949229,318,889501,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,39,France,France,FR,1,1,21,-1,225,3,0,1,3,3,Old Firm Racing #Orange,0,6,Race,0,RACE,223,95,173,21168,95.0,21375.0,173.0,35766
-345761,803226,Julien Harmand,958820,291,888692,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,39,France,France,FR,1,1,27,-1,151,1,0,1,3,3,Old Firm Racing #Orange,0,6,Race,0,RACE,149,96,171,14286,96.0,14496.0,171.0,35766
-384994,289340,Jan Körbs,994683,18,889103,4029,GTP,GTP,168,Cadillac V-Series.R GTP,-1,42,DE-AT-CH,DE-AT-CH,DE,2,2,31,-1,170,65,0,2,6,6,Reiter Engineering Esports PEC,0,6,Race,0,RACE,170,99,165,16910,99.0,16830.0,165.0,35766
-384994,528552,Niclas Geßner,920734,351,892131,4029,GTP,GTP,168,Cadillac V-Series.R GTP,-1,42,DE-AT-CH,DE-AT-CH,DE,2,2,3,-1,103,0,0,2,6,6,Reiter Engineering Esports PEC,0,6,Race,0,RACE,101,92,178,9299,92.0,9476.0,178.0,35766
-384994,861531,John Michael Dunnigan,938140,271,902227,4029,GTP,GTP,168,Cadillac V-Series.R GTP,-1,6,California Club,California,US,2,2,20,-1,102,21,0,2,6,6,Reiter Engineering Esports PEC,0,6,Race,0,RACE,99,94,175,9287,94.0,9588.0,175.0,35766
-306596,245246,Alberto García Blasco,952656,3,889294,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,24,Hispanoamérica,Hispanoamérica,CL,3,3,21,-1,238,55,0,3,0,0,XBD Racing GTP,0,6,Race,0,RACE,235,95,172,22385,95.0,22610.0,172.0,35766
-306596,323778,Jose Manuel Cazon,965824,246,905015,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,38,Iberia,Iberia,ES,3,3,36,-1,136,16,0,3,0,0,XBD Racing GTP,0,6,Race,0,RACE,134,97,170,12942,97.0,13192.0,170.0,35766
-333551,200773,Ander Gomez,958301,367,893038,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,38,Iberia,Iberia,ES,4,4,37,-1,227,0,0,4,10,10,Project Valorous $51,0,6,Race,0,RACE,220,96,171,21060,96.0,21792.0,171.0,35766
-333551,545065,Finn Aders,956537,9,894584,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,40,Benelux,Benelux,NL,4,4,35,-1,146,0,0,4,10,10,Project Valorous $51,0,6,Race,0,RACE,142,95,172,13516,96.0,14016.0,172.0,35766
