team_id,cust_id,display_name,average_lap,best_lap_num,best_lap_time,car_class_id,car_class_name,car_class_short_name,car_id,car_name,class_interval,club_id,club_name,club_shortname,country_code,finish_position,finish_position_in_class,incidents,interval,laps_complete,laps_lead,opt_laps_complete,position,starting_position,starting_position_in_class,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-233878,634750,Mathijs Wijten,942563,2,913808,4029,GTP,GTP,170,Acura ARX-06 GTP,0,40,Benelux,Benelux,NL,0,0,22,0,206,193,0,0,1,1,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,204,94,175,19228,94.0,19364.0,175.0,35648
-233878,20477,Albert Priem,949173,269,920970,4029,GTP,GTP,170,Acura ARX-06 GTP,0,40,Benelux,Benelux,NL,0,0,17,0,171,164,0,0,1,1,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,168,95,174,15946,95.0,16245.0,174.0,35648
-210064,639492,Rachel Konkoly,948367,255,920145,4029,GTP,GTP,159,BMW M Hybrid V8,-1,46,Central-Eastern Europe,Central-Eastern Europe,HU,1,1,24,-1,165,0,0,1,9,9,Taylor Mills Racing #41,0,6,Race,0,RACE,163,95,174,15458,95.0,15675.0,174.0,35648
-210064,396799,Neil Debacquer,950350,331,917609,4029,GTP,GTP,159,BMW M Hybrid V8,-1,40,Benelux,Benelux,BE,1,1,4,-1,115,0,0,1,9,9,Taylor Mills Racing #41,0,6,Race,0,RACE,114,95,174,10834,95.0,10925.0,174.0,35648
-210064,217669,Alex Salmon,951680,211,926042,4029,GTP,GTP,159,BMW M Hybrid V8,-1,36,UK and I,UK and I,GB,1,1,17,-1,96,0,0,1,9,9,Taylor Mills Racing #41,0,6,Race,0,RACE,94,95,174,8946,95.0,9120.0,174.0,35648
-379749,383953,Philipp Kanehl,955571,230,923263,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,42,DE-AT-CH,DE-AT-CH,DE,2,2,18,-1,138,1,0,2,3,3,Fury Simsport GTP,0,6,Race,0,RACE,135,96,173,12893,96.0,13248.0,173.0,35648
-379749,730048,Max Daleiden,947853,330,913094,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,40,Benelux,Benelux,LU,2,2,11,-1,135,0,0,2,3,3,Fury Simsport GTP,0,6,Race,0,RACE,133,95,174,12603,95.0,12825.0,174.0,35648
-379749,433451,William Foyle,948281,173,922564,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,36,UK and I,UK and I,GB,2,2,19,-1,102,0,0,2,3,3,Fury Simsport GTP,0,6,Race,0,RACE,100,95,174,9483,95.0,9690.0,174.0,35648
-306596,323778,Jose Manuel Cazon,948989,206,921624,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,38,Iberia,Iberia,ES,3,3,30,-1,134,0,0,3,5,5,XBD Racing GTP,0,6,Race,0,RACE,132,95,174,12527,95.0,12730.0,174.0,35648
-306596,410026,Pablo Álvarez,958129,278,921319,4029,GTP,GTP,170,Acura ARX-06 GTP,-1,38,Iberia,Iberia,ES,3,3,30,-1,133,0,0,3,5,5,XBD Racing GTP,0,6,Race,0,RACE,126,96,173,12065,96.0,12768.0,173.0,35648
