team_id,cust_id,display_name,average_lap,best_lap_num,best_lap_time,car_class_id,car_class_name,car_class_short_name,car_id,car_name,class_interval,club_id,club_name,club_shortname,country_code,finish_position,finish_position_in_class,incidents,interval,laps_complete,laps_lead,opt_laps_complete,position,starting_position,starting_position_in_class,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-379749,730048,Max Daleiden,1118366,27,1067190,4029,GTP,GTP,170,Acura ARX-06 GTP,0,40,Benelux,Benelux,LU,0,0,28,0,72,0,0,0,-1,-1,Fury Simsport GTP,0,3,Open Practice,0,PRACTICE,71,112,210,7940,112.0,8064.0,210.0,8052
-141391,348052,Aritz Paz,1091834,28,1074201,4029,GTP,GTP,174,Porsche 963 GTP,7011,38,Iberia,Iberia,US,1,1,12,7011,31,0,0,1,-1,-1,ENOSIS eSports,0,3,Open Practice,0,PRACTICE,29,109,215,3166,109.0,3379.0,215.0,8052
-202593,361527,Romain Utiel,1089942,9,1076089,4029,GTP,GTP,170,Acura ARX-06 GTP,8899,39,France,France,FR,2,2,12,8899,19,0,0,2,-1,-1,The Rolling Goat,0,3,Open Practice,0,PRACTICE,17,109,215,1853,109.0,2071.0,215.0,8052
-293469,786912,Hendrik Ipsen,1086626,1,1076487,4029,GTP,GTP,170,Acura ARX-06 GTP,9297,42,DE-AT-CH,DE-AT-CH,DE,3,3,6,9297,6,0,0,3,-1,-1,Godspeed Racing,0,3,Open Practice,0,PRACTICE,6,109,216,652,109.0,654.0,216.0,8052
-333551,309084,Krzysztof Jachura,1129134,39,1076680,4029,GTP,GTP,170,Acura ARX-06 GTP,9490,46,Central-Eastern Europe,Central-Eastern Europe,PL,4,4,18,9490,39,0,0,4,-1,-1,Project Valorous $51,0,3,Open Practice,0,PRACTICE,35,113,208,3952,113.0,4407.0,208.0,8052
-288978,388244,Bruno Filipe Almeida,1094064,43,1077155,4029,GTP,GTP,174,Porsche 963 GTP,9965,38,Iberia,Iberia,PT,5,5,7,9965,54,0,0,5,-1,-1,Enosis eSports PEC GTP,0,3,Open Practice,0,PRACTICE,51,109,214,5580,109.0,5886.0,214.0,8052
-358101,103117,Ricardo Ferreira,1087347,58,1077773,4029,GTP,GTP,168,Cadillac V-Series.R GTP,10583,38,Iberia,Iberia,PT,6,6,7,10583,34,0,0,6,-1,-1,Foccus Racing GTP,0,3,Open Practice,0,PRACTICE,32,109,216,3480,109.0,3706.0,216.0,8052
-358101,844532,Fábio M Salvaterra,1097527,18,1085551,4029,GTP,GTP,168,Cadillac V-Series.R GTP,18361,38,Iberia,Iberia,PT,17,17,19,18361,24,0,0,17,-1,-1,Foccus Racing GTP,0,3,Open Practice,0,PRACTICE,22,110,214,2415,110.0,2640.0,214.0,8052
-289324,528552,Niclas Geßner,1091888,8,1077993,4029,GTP,GTP,170,Acura ARX-06 GTP,10803,42,DE-AT-CH,DE-AT-CH,DE,7,7,18,10803,25,0,0,7,-1,-1,Reiter Engineering Esports,0,3,Open Practice,0,PRACTICE,24,109,215,2621,109.0,2725.0,215.0,8052
-289324,289340,Jan Körbs,1091225,30,1084156,4029,GTP,GTP,170,Acura ARX-06 GTP,16966,42,DE-AT-CH,DE-AT-CH,DE,15,15,6,16966,7,0,0,15,-1,-1,Reiter Engineering Esports,0,3,Open Practice,0,PRACTICE,6,109,215,655,109.0,763.0,215.0,8052
