team_id,cust_id,display_name,average_lap,best_lap_num,best_lap_time,car_class_id,car_class_name,car_class_short_name,car_id,car_name,class_interval,club_id,club_name,club_shortname,country_code,finish_position,finish_position_in_class,incidents,interval,laps_complete,laps_lead,opt_laps_complete,position,starting_position,starting_position_in_class,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time
-201751,995993,Cha Augusto,1107350,23,1086354,4029,GTP,GTP,174,Porsche 963 GTP,0,45,Brazil,Brazil,BR,0,0,10,0,36,0,0,0,-1,-1,Race2Esport,0,3,Open Practice,0,PRACTICE,35,111,212,3876,111.0,3996.0,212.0,3986
-333551,472821,Ryan Hardinge,1127025,13,1105616,4029,GTP,GTP,170,Acura ARX-06 GTP,19262,33,Northwest,Northwest,US,1,1,18,19262,20,0,0,1,-1,-1,Project Valorous $51,0,3,Open Practice,0,PRACTICE,19,113,208,2141,113.0,2260.0,208.0,3986
-379750,400103,Mitchell Ian Greene,1264189,17,1258921,4011,IMSA23,IMSA23,132,BMW M4 GT3,0,16,Pennsylvania,Pennsylvania,US,2,0,17,172567,17,0,0,2,-1,-1,Fury Simsport GT3,0,3,Open Practice,0,PRACTICE,10,126,186,1264,126.0,2142.0,186.0,3986
-364697,144094,E Bennett Parsons,1270064,1,1263618,4011,IMSA23,IMSA23,173,Ferrari 296 GT3,4697,48,Japan,Japan,JP,3,1,14,177264,17,0,0,3,-1,-1,THLF eSports,0,3,Open Practice,0,PRACTICE,16,127,185,2032,127.0,2159.0,185.0,3986
-273610,865071,Reagon Carty,1276753,3,1264359,4011,IMSA23,IMSA23,184,Chevrolet Corvette Z06 GT3.R,5438,36,UK and I,UK and I,GB,4,2,9,178005,26,0,0,4,-1,-1,Dead Bull Racing,0,3,Open Practice,0,PRACTICE,26,128,184,3320,128.0,3328.0,184.0,3986
-273610,302537,Charlie Monroe,1274280,60,1271529,4011,IMSA23,IMSA23,184,Chevrolet Corvette Z06 GT3.R,12608,30,Texas,Texas,US,5,3,6,185175,9,0,0,5,-1,-1,Dead Bull Racing,0,3,Open Practice,0,PRACTICE,8,127,184,1019,127.0,1143.0,184.0,3986
-273610,733558,Tyler J. Hall,1298257,52,1275339,4011,IMSA23,IMSA23,184,Chevrolet Corvette Z06 GT3.R,16418,6,California Club,California,US,6,4,19,188985,30,0,0,6,-1,-1,Dead Bull Racing,0,3,Open Practice,0,PRACTICE,28,130,181,3635,130.0,3900.0,181.0,3986
-239796,794023,John Connors3,1298957,18,1277196,4011,IMSA23,IMSA23,173,Ferrari 296 GT3,18275,12,New England,New England,US,7,5,16,190842,23,0,0,7,-1,-1,Slippers Racing Team,0,3,Open Practice,0,PRACTICE,23,130,181,2988,130.0,2990.0,181.0,3986
-380678,295027,Jay Shallington,1303697,18,1281878,4011,IMSA23,IMSA23,176,Audi R8 LMS EVO II GT3,22957,18,Atlantic,Atlantic,US,8,6,0,195524,20,0,0,8,-1,-1,Purple Sector Motorsports #348,0,3,Open Practice,0,PRACTICE,20,130,180,2607,130.0,2600.0,180.0,3986
-380678,502143,Thomas Baker6,1287475,22,1282041,4011,IMSA23,IMSA23,176,Audi R8 LMS EVO II GT3,23120,33,Northwest,Northwest,US,9,7,1,195687,7,0,0,9,-1,-1,Purple Sector Motorsports #348,0,3,Open Practice,0,PRACTICE,6,129,182,772,129.0,903.0,182.0,3986
