cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time_valid,percentage
380806,Rubén Palazón,3736,106.8987,16,106.71947333333334,15,200.86739008769476,1600.7921000000001,100.0
