team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time_valid,percentage
-129672,RACING TEAM #208,443123,Alessio Bernardini,7646,127.9256,5,119.95142405063291,158,178.70952554053397,18952.325,50.0
-223528,SimVision,465352,Filipe RC Barreto,6182,121.6129,5,120.70417757575758,165,177.5950303505099,19916.189300000002,50.0
-134184,GROW RACING TEAM RED,286658,Marcelo Eusébio,5087,119.5899,6,120.68765403225807,124,177.61934517569085,14965.2691,60.0
-127445,RACING TEAM #221,19423,Fabio Ponta,6089,122.636,7,120.26583554216867,166,178.24232445866775,19964.1287,70.0
-159910,Austrian Simracers Red,347495,Marko Zeiler,3650,120.0657,6,121.3549572815534,103,176.64265688187473,12499.5606,60.0
-299092,YS Sim-Sport PEC,327245,Paolo Ernesto Taddeolini,3213,120.2894,7,121.60649180327869,122,176.27728390255268,14835.992,70.0
-175849,Maniti Racing Yellow,843051,Linus Griese,2900,126.4398,7,121.57567844827587,116,176.32196137914298,14102.7787,70.0
-312337,Sissi State Punks Racing,113603,Norbert Windholz,2698,119.9998,3,122.80439818181819,55,174.55777152429206,6754.2419,30.0
-312337,Sissi State Punks Racing,332166,Mathias Saurer,2156,0.0,0,122.374182,50,175.17144327060754,6118.7091,0.0
-232258,SIMVISION #228,641212,Pedro M Oliveira,2553,120.2133,7,121.48190526315788,76,176.45806619153421,9232.6248,70.0
-96989,Chicane Online Racing Red,398267,Ben Idris Abdillahi,3508,121.0898,6,121.43853085106383,94,176.52109202712916,11415.2219,60.0
-278379,Platinum Racing Team Orange,416545,Martin Hobson,2992,120.4583,5,121.72695838926174,149,176.10283181027089,18137.3168,50.0
-243021,Elite Racing Team,370494,Josh Fletcher,3273,120.5033,5,122.672528,25,174.74541716463204,3066.8132,50.0
-243021,Elite Racing Team,417146,Jonathan Worth,2666,0.0,1,122.7374,23,174.65305668850738,2822.9602,10.0
-62993,Fury Simsport Academy,651954,Cade Middleton,2724,124.1221,7,121.60789444444445,90,176.27525069758585,10944.710500000001,70.0
-280178,Trackside Esports,127270,Simon Van  Dijk,2870,120.7591,8,122.50234705882352,51,174.98817446907023,6247.619699999999,80.0
-129653,Octopus Racing Team,649681,Joselu Otero,3543,120.4438,10,121.57533035714286,112,176.3224662193201,13616.437,100.0
-264062,Team Upstate GT3,478574,Matias Nievas Soto,2157,121.0919,4,122.90119338842975,121,174.42029234207658,14871.044399999999,40.0
-297933,Prestanda NOMAD #209,318959,Chris Chadderton,3512,120.5424,6,122.60886075949367,79,174.8361574132004,9686.1,60.0
-257830,SR TECHNIC,613054,Luis Marinho,3541,120.6595,7,122.720644,25,174.67690342302967,3068.0161,70.0
-257830,SR TECHNIC,491790,Sérgio Vieira,3234,0.0,0,0.0,0,inf,0.0,0.0
-299638,Ingersoll Rand Enosis eSports #215,273285,Ale G Torres,5750,120.5404,1,121.96899594594593,74,175.75337005725774,9025.705699999999,10.0
-257829,SR TECHNIC #PEC,461417,Jorge  Mendes Pinheiro,3170,121.0034,6,122.48785192307693,52,175.00888246013346,6369.3683,60.0
-258771,PROTOSIM #2,796249,Guilherme Costa Reis,2882,121.046,7,123.38491333333333,15,173.73649258145394,1850.7737,70.0
-252527,Krips Racing Blue,727711,Ryan O'Connor6,2704,121.8044,8,121.6354862745098,153,176.23526436702605,18610.2294,80.0
-257782,PROTOSIM #3,608985,Ricardo Varão,1643,121.5333,5,122.38707457627119,59,175.15299025013363,7220.8374,50.0
-159911,Austrian Simracers Blue,665679,TH Reinberger,2470,122.5738,4,122.56580550458715,109,174.8975743417908,13359.672799999998,40.0
-140651,Chicane Online Racing Orange,579208,Thomas Burling,2417,121.477,5,122.59835433070867,127,174.85114051511016,15569.991000000002,50.0
-299312,CM x MSi Gaming GT3,605082,Mich Comazzetto,1674,0.0,0,122.6519076923077,26,174.77479546243066,3188.9496000000004,0.0
