team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time_valid,percentage
-243684,Altitude Esports,176521,Tom R Dadswell,4562,104.4576,11,104.45761428571429,7,203.0537489051267,731.2033,52.0
-284108,Magic Arrow,684015,Eran Aviner,2667,104.5108,7,104.51078333333334,6,202.9504468907276,627.0647,33.0
-284108,Magic Arrow,742620,Norbert Frank,2433,105.8364,14,106.0125923076923,13,200.0753846376886,1378.1636999999998,67.0
-233878,DLR x Sim-Lab \\ Orange,634750,Mathijs Wijten,4785,104.7968,9,104.79678571428572,7,202.39657197337706,733.5775,43.0
-233878,DLR x Sim-Lab \\ Orange,722146,Yannick Gerards,2934,108.3818,6,108.3818,2,195.70177079915635,216.7636,29.0
