team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,percentage
-129672,,443123,Alessio Bernardini,7646,233.9405,2,235.5747274509804,51,208.2834782003939,12014.311099999999,1700.0
-96989,,310170,Alex Gal,8027,234.4804,3,235.6918552631579,38,208.17997106779868,8956.2905,1267.0
-127445,,110954,Gaetano Vulcano2,6203,235.945,3,239.25478666666666,30,205.07979920986884,7177.643599999999,1000.0
-159910,,409965,Thomas Pieber,3904,236.081,3,237.44795,24,206.64033363775096,5698.7508,800.0
-223528,,465352,Filipe RC Barreto,6088,235.7523,3,236.19505806451613,62,207.73645313187566,14644.0936,2067.0
-223528,,339819,Joao Reis,4467,0.0,0,239.01249166666665,12,205.28769549848147,2868.1499,400.0
-302748,,373409,Sek Yin Ho2,3582,236.0074,3,236.853575,24,207.15888966252675,5684.4858,800.0
-286482,,462694,David Prevautel,5084,235.9887,3,237.02859249999997,40,207.00592739502517,9481.143699999999,1333.0
-110547,,364474,Rubens Llorente,3907,235.9993,3,236.27174583333334,24,207.6690271896137,5670.5219,800.0
-299638,,273285,Ale G Torres,5805,236.0589,2,236.990915,20,207.03883779511128,4739.8183,667.0
-214868,,113603,Norbert Windholz,2248,236.7563,3,239.59333703703703,27,204.7900171865597,6469.0201,900.0
-175849,,390076,Stefan Kurzmann,3467,237.2189,2,239.65257000000003,10,204.73940091524995,2396.5257,333.0
-272629,,407173,John Silvester,4055,236.8052,3,238.2507769230769,26,205.9440235338324,6194.520199999999,867.0
-243021,,370494,Josh Fletcher,3273,237.2955,3,238.33464615384614,39,205.8715524637885,9295.0512,1300.0
-278379,,389317,Steven Bird2,3548,237.5082,3,238.49667250000002,40,205.7316904897279,9539.8669,1333.0
-257829,,461417,Jorge  Mendes Pinheiro,2940,237.33,2,238.50472000000002,10,205.7247487999399,2385.0472,333.0
-129653,,365305,Davo Ramos,3382,237.3872,3,238.399071875,32,205.81591708262602,7628.7703,1067.0
-257830,,613054,Luis Marinho,3330,237.331,2,238.12070434782606,23,206.05651971333066,5476.776199999999,767.0
-62993,,656823,Rink Wilbrink3,2264,237.4361,2,238.96618048780485,41,205.32747985275682,9797.613399999998,1367.0
-247532,,813496,Emre Kemaldar,3173,237.6229,3,239.21561707317073,41,205.1133793434218,9807.8403,1367.0
-299312,,732337,Davide De Marco2,1539,237.8433,3,238.55405,10,205.68220748966536,2385.5405,333.0
-264062,,478574,Matias Nievas Soto,2169,238.5069,3,240.47024814814813,27,204.04321943133434,6492.6966999999995,900.0
-252527,,857753,Afonso Souto,1767,237.6897,3,239.51282,30,204.8588614571863,7185.3846,1000.0
-158916,,413828,Justas Staciokas,3109,240.3082,3,240.97875,4,203.61265717246854,963.915,133.0
-299092,,327245,Paolo Ernesto Taddeolini,3414,238.9548,3,239.75303414634143,41,204.65360859479551,9829.874399999999,1367.0
-306961,,867228,Fabian Sodke,1523,238.2951,3,240.6748,5,203.86980111586257,1203.374,167.0
-159911,,685554,Chris Mayr,2809,238.1679,3,240.49876129032256,31,204.01902839893913,7455.4616,1033.0
-280178,,127270,Simon Van  Dijk,2800,238.3138,3,239.3968,31,204.95814317317524,7421.3008,1033.0
-218497,,146465,Thomas R Dunn,3002,238.3948,3,239.4292074074074,27,204.93040151993586,6464.5886,900.0
-298040,,665522,Víctor Sánchez Fernández,2084,239.1168,3,241.09262083333334,24,203.51648855947116,5786.222900000001,800.0
-140651,,392848,Ingmar Hamberg,1998,238.9979,3,239.36505428571425,35,204.9853256818047,8377.776899999999,1167.0
-140651,,579208,Thomas Burling,2184,0.0,0,240.2741125,32,204.20977981804012,7688.7716,1067.0
-297670,,575026,Daniel K Kühn,2496,239.6594,3,240.50072250000002,40,204.01736468629525,9620.028900000001,1333.0
-134184,,380755,Pedro T Martins,4474,0.0,2,237.37368484848486,33,206.70498349856655,7833.3316,1100.0
-258771,,648414,Cristiano Rocha,3965,0.0,2,239.42078999999998,20,204.93760633569042,4788.4158,667.0
-257782,,608985,Ricardo Varão,1572,0.0,2,240.87266666666665,9,203.70233073186665,2167.854,300.0
