team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time_valid,percentage
-132790,Reiter Engineering Esports,708185,Denis Robin Wolf,6343,105.9111,180,104.88491445783133,166,202.2265098087831,17410.895800000002,67.0
-132790,Reiter Engineering Esports,607186,Dominique Renã© Englicht,3498,106.3327,90,105.84458658536586,82,200.39296166831627,8679.2561,33.0
-201262,SimTech Motorsport LMDh,316144,Standa Sehnall,4428,106.5393,98,105.28683023255815,86,201.45454218300722,9054.6674,36.0
-201262,SimTech Motorsport LMDh,316148,Matej Surhanak,4313,106.1918,97,105.04327356321839,87,201.92164108094786,9138.7648,36.0
-201262,SimTech Motorsport LMDh,382105,Peter Hruska,3747,106.3714,75,105.68331884057972,69,200.6987518474458,7292.149,28.0
-243684,Altitude Esports,176521,Tom R Dadswell,4562,106.3244,168,104.91493376623376,154,202.16864674060804,16156.8998,62.0
-243684,Altitude Esports,259215,Bryan Loynes,2947,107.5929,101,105.52127692307693,91,201.00695140243684,9602.4362,37.0
-284108,Magic Arrow,620347,Norbert Tamas,3495,106.5617,118,105.36390462962964,108,201.30717684541222,11379.301700000002,44.0
-284108,Magic Arrow,477938,Balazs Turoczy,3010,107.5359,100,106.07166046511628,86,199.9639685981487,9122.1628,37.0
-284108,Magic Arrow,684015,Eran Aviner,2667,107.2443,50,106.30120869565218,46,199.53216376990767,4889.8556,19.0
-145316,Octopus Racing Team LMDH,366068,Stephane Civeira Lareo,3945,107.0095,101,105.66385222222223,90,200.73572689543877,9509.746700000002,37.0
-145316,Octopus Racing Team LMDH,258004,Agustin Vera Blanco,4355,108.7001,91,105.77950779220778,77,200.51624955625357,8145.022099999999,34.0
-145316,Octopus Racing Team LMDH,522535,Martín R. Pérez,3054,107.5073,74,106.4346875,64,199.28193224037045,6811.82,27.0
-275533,RACAR eSports Team,171867,Leandro Mendes,4475,107.5082,157,106.13957007299271,137,199.83602880446406,14541.121100000002,58.0
-275533,RACAR eSports Team,245148,Leonardo Marques,4931,106.8148,96,105.8571875,88,200.36910750533593,9315.432499999999,36.0
-233878,DLR x Sim-Lab \\ Orange,634750,Mathijs Wijten,4785,106.8216,76,105.3876955882353,68,201.26173234940518,7166.363300000001,28.0
-233878,DLR x Sim-Lab \\ Orange,722146,Yannick Gerards,2934,107.1181,47,105.92037906976745,43,200.24956829534287,4554.576300000001,17.0
-305677,Delta Racing LMDh,793252,Leandro Rolim,3494,108.5964,47,107.7113625,40,196.91989489409718,4308.4545,17.0
-305677,Delta Racing LMDh,32566,Bruno Melo,3339,108.405,26,107.58703181818181,22,197.1474612130298,2366.9147,10.0
