team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,percentage
-184214,,23801,Sean D Campbell,7312,215.6391,10,215.6391,2,227.53908548867065,431.2782,7.0
-254304,,532015,Winston Ekkel,3766,214.0091,11,214.00906666666666,3,229.27217231419482,642.0272,10.0
-254304,,363812,Vincent Aussems,3898,215.255,10,215.25498333333334,6,227.9451228017253,1291.5299,20.0
-302108,,685974,Philip W Ansell,5407,213.668,8,213.66796666666664,3,229.63818290153932,641.0038999999999,10.0
-302108,,767621,Max Vos,3122,220.2917,5,218.0409,3,225.03265951296297,654.1227,10.0
-109804,,299849,Vicente Lara,2492,216.0885,19,215.39821666666666,12,227.79354615331468,2584.7785999999996,40.0
-109804,,335781,Mike R,2337,216.5254,10,215.774875,8,227.39590793228362,1726.199,27.0
-306596,,245246,Alberto García Blasco,6260,214.6656,10,213.8497625,8,229.44296517327209,1710.7981,27.0
-306596,,637180,Hugo González Aranda,5471,215.3061,5,215.30607999999998,5,227.89102662405077,1076.5303999999999,17.0
-279040,,427545,Marnix Heijster,3465,215.3291,11,215.329075,8,227.86669013276543,1722.6326,27.0
-279040,,686915,Nick Kerstens,2451,217.4856,7,217.48558333333335,6,225.60724650147307,1304.9135,20.0
-261365,,310141,Cristian Streitemberger,5164,213.4378,3,213.43785,2,229.88576585455675,426.8757,7.0
-140500,,347464,Jens Kaiser,4181,215.1501,17,215.15013333333334,12,228.056208236605,2581.8016000000002,40.0
-201381,,528821,Ivan Spitz,2870,216.3109,15,216.3108727272727,11,226.83244254422382,2379.4195999999997,37.0
-201381,,415746,Sito Ferrer,3631,216.5879,8,216.58785714285713,7,226.54235679166823,1516.115,23.0
-298629,,857815,Lemi Mischke,2052,221.0439,30,215.48788421052635,19,227.69875805019,4094.2698000000005,63.0
-303752,,705991,Juan Roldán,2918,219.1422,8,216.097625,4,227.05628351815528,864.3905,13.0
-303752,,569754,Diego L Pereira,2036,0.0,0,0.0,0,inf,0.0,0.0
-164695,,512418,Niklas Röder,2150,216.6811,9,216.68108333333336,6,226.44488782677152,1300.0865000000001,20.0
-272942,,626628,Drew Swank,3820,219.1019,10,219.1019,1,223.94293983575682,219.1019,3.0
